code,ticker,name,exchange,board,listing_date,listing_time_local,timezone,listing_datetime_local,listing_date_source,listing_time_basis,basis_confidence,exact_first_trade_time_available,first_price_date,listing_minus_first_price_days,date_alignment_status,effective_price_start_date,identity_review_priority,identity_review_status,identity_review_note,bazi,day_stem,month_branch,main_god,auxiliary_gods,price_rows,last_price_date,price_file
sz.002817,SZ002817,黄山胶囊,SZ,Shenzhen Main,2016-10-25,09:30:00,Asia/Shanghai,2016-10-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-10-25,0,aligned,2016-10-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 戊戌 庚辰 辛巳,庚,戌,甲,壬,2409,2026-09-18,by_symbol/SZ002817.parquet
sz.002818,SZ002818,富森美,SZ,Shenzhen Main,2016-11-09,09:30:00,Asia/Shanghai,2016-11-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-09,0,aligned,2016-11-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 乙未 辛巳,乙,亥,丙,戊,2398,2026-09-18,by_symbol/SZ002818.parquet
sz.002819,SZ002819,东方中科,SZ,Shenzhen Main,2016-11-11,09:30:00,Asia/Shanghai,2016-11-11T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-11,0,aligned,2016-11-11,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 丁酉 乙巳,丁,亥,甲,庚,2293,2026-09-18,by_symbol/SZ002819.parquet
sz.002820,SZ002820,桂发祥,SZ,Shenzhen Main,2016-11-18,09:30:00,Asia/Shanghai,2016-11-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-18,0,aligned,2016-11-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 甲辰 己巳,甲,亥,庚,丁、丙、戊,2381,2026-09-18,by_symbol/SZ002820.parquet
sz.002821,SZ002821,凯莱英,SZ,Shenzhen Main,2016-11-18,09:30:00,Asia/Shanghai,2016-11-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-18,0,aligned,2016-11-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 甲辰 己巳,甲,亥,庚,丁、丙、戊,2391,2026-09-18,by_symbol/SZ002821.parquet
sz.002822,SZ002822,ST中装,SZ,Shenzhen Main,2016-11-29,09:30:00,Asia/Shanghai,2016-11-29T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-29,0,aligned,2016-11-29,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 乙卯 辛巳,乙,亥,丙,戊,2379,2026-09-18,by_symbol/SZ002822.parquet
sz.002823,SZ002823,凯中精密,SZ,Shenzhen Main,2016-11-24,09:30:00,Asia/Shanghai,2016-11-24T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-24,0,aligned,2016-11-24,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 庚戌 辛巳,庚,亥,丁,丙,2370,2026-09-18,by_symbol/SZ002823.parquet
sz.002824,SZ002824,和胜股份,SZ,Shenzhen Main,2017-01-12,09:30:00,Asia/Shanghai,2017-01-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-12,0,aligned,2017-01-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 己亥 己巳,己,丑,丙,甲、戊,2353,2026-09-18,by_symbol/SZ002824.parquet
sz.002825,SZ002825,纳尔股份,SZ,Shenzhen Main,2016-11-29,09:30:00,Asia/Shanghai,2016-11-29T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-29,0,aligned,2016-11-29,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 乙卯 辛巳,乙,亥,丙,戊,2369,2026-09-18,by_symbol/SZ002825.parquet
sz.002826,SZ002826,易明医药,SZ,Shenzhen Main,2016-12-09,09:30:00,Asia/Shanghai,2016-12-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-09,0,aligned,2016-12-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 乙丑 辛巳,乙,子,丙,,2371,2026-09-18,by_symbol/SZ002826.parquet
sz.002827,SZ002827,高争民爆,SZ,Shenzhen Main,2016-12-09,09:30:00,Asia/Shanghai,2016-12-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-09,0,aligned,2016-12-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 乙丑 辛巳,乙,子,丙,,2376,2026-09-18,by_symbol/SZ002827.parquet
sz.002828,SZ002828,贝肯能源,SZ,Shenzhen Main,2016-12-08,09:30:00,Asia/Shanghai,2016-12-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-08,0,aligned,2016-12-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 甲子 己巳,甲,子,丁,庚、丙,2365,2026-09-18,by_symbol/SZ002828.parquet
sz.002829,SZ002829,星网宇达,SZ,Shenzhen Main,2016-12-13,09:30:00,Asia/Shanghai,2016-12-13T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-13,0,aligned,2016-12-13,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 己巳 己巳,己,子,丙,甲、戊,2374,2026-09-18,by_symbol/SZ002829.parquet
sz.002830,SZ002830,名雕股份,SZ,Shenzhen Main,2016-12-13,09:30:00,Asia/Shanghai,2016-12-13T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-13,0,aligned,2016-12-13,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 己巳 己巳,己,子,丙,甲、戊,2374,2026-09-18,by_symbol/SZ002830.parquet
sz.002831,SZ002831,裕同科技,SZ,Shenzhen Main,2016-12-16,09:30:00,Asia/Shanghai,2016-12-16T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-16,0,aligned,2016-12-16,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 壬申 乙巳,壬,子,戊,丙,2371,2026-09-18,by_symbol/SZ002831.parquet
sz.002832,SZ002832,比音勒芬,SZ,Shenzhen Main,2016-12-23,09:30:00,Asia/Shanghai,2016-12-23T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-23,0,aligned,2016-12-23,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 己卯 己巳,己,子,丙,甲、戊,2366,2026-09-18,by_symbol/SZ002832.parquet
sz.002833,SZ002833,弘亚数控,SZ,Shenzhen Main,2016-12-28,09:30:00,Asia/Shanghai,2016-12-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-28,0,aligned,2016-12-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 甲申 己巳,甲,子,丁,庚、丙,2363,2026-09-18,by_symbol/SZ002833.parquet
sz.002835,SZ002835,同为股份,SZ,Shenzhen Main,2016-12-28,09:30:00,Asia/Shanghai,2016-12-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-28,0,aligned,2016-12-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 甲申 己巳,甲,子,丁,庚、丙,2363,2026-09-18,by_symbol/SZ002835.parquet
sz.002836,SZ002836,新宏泽,SZ,Shenzhen Main,2016-12-29,09:30:00,Asia/Shanghai,2016-12-29T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-29,0,aligned,2016-12-29,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 乙酉 辛巳,乙,子,丙,,2352,2026-09-18,by_symbol/SZ002836.parquet
sz.002837,SZ002837,英维克,SZ,Shenzhen Main,2016-12-29,09:30:00,Asia/Shanghai,2016-12-29T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-29,0,aligned,2016-12-29,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 乙酉 辛巳,乙,子,丙,,2286,2026-09-18,by_symbol/SZ002837.parquet
sz.002838,SZ002838,道恩股份,SZ,Shenzhen Main,2017-01-06,09:30:00,Asia/Shanghai,2017-01-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-06,0,aligned,2017-01-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 癸巳 丁巳,癸,丑,丙,丁,2332,2026-09-18,by_symbol/SZ002838.parquet
sz.002839,SZ002839,张家港行,SZ,Shenzhen Main,2017-01-24,09:30:00,Asia/Shanghai,2017-01-24T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-24,0,aligned,2017-01-24,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 辛亥 癸巳,辛,丑,丙,壬、戊、己,2334,2026-09-18,by_symbol/SZ002839.parquet
sz.002840,SZ002840,华统股份,SZ,Shenzhen Main,2017-01-10,09:30:00,Asia/Shanghai,2017-01-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-10,0,aligned,2017-01-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 丁酉 乙巳,丁,丑,甲,庚,2355,2026-09-18,by_symbol/SZ002840.parquet
sz.002841,SZ002841,视源股份,SZ,Shenzhen Main,2017-01-19,09:30:00,Asia/Shanghai,2017-01-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-19,0,aligned,2017-01-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 丙午 癸巳,丙,丑,壬,甲,2348,2026-09-18,by_symbol/SZ002841.parquet
sz.002842,SZ002842,翔鹭钨业,SZ,Shenzhen Main,2017-01-19,09:30:00,Asia/Shanghai,2017-01-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-19,0,aligned,2017-01-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 丙午 癸巳,丙,丑,壬,甲,2344,2026-09-18,by_symbol/SZ002842.parquet
sz.002843,SZ002843,泰嘉股份,SZ,Shenzhen Main,2017-01-20,09:30:00,Asia/Shanghai,2017-01-20T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-20,0,aligned,2017-01-20,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 丁未 乙巳,丁,丑,甲,庚,2347,2026-09-18,by_symbol/SZ002843.parquet
sz.002845,SZ002845,同兴达,SZ,Shenzhen Main,2017-01-25,09:30:00,Asia/Shanghai,2017-01-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-25,0,aligned,2017-01-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 壬子 乙巳,壬,丑,丙,丁、甲,2344,2026-09-18,by_symbol/SZ002845.parquet
sz.002846,SZ002846,英联股份,SZ,Shenzhen Main,2017-02-07,09:30:00,Asia/Shanghai,2017-02-07T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-02-07,0,aligned,2017-02-07,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬寅 乙丑 辛巳,乙,寅,丙,癸,2340,2026-09-18,by_symbol/SZ002846.parquet
sz.002847,SZ002847,盐津铺子,SZ,Shenzhen Main,2017-02-08,09:30:00,Asia/Shanghai,2017-02-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-02-08,0,aligned,2017-02-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬寅 丙寅 癸巳,丙,寅,壬,庚,2339,2026-09-18,by_symbol/SZ002847.parquet
sz.002848,SZ002848,高斯贝尔,SZ,Shenzhen Main,2017-02-13,09:30:00,Asia/Shanghai,2017-02-13T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-02-13,0,aligned,2017-02-13,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬寅 辛未 癸巳,辛,寅,己,壬、庚,2331,2026-09-18,by_symbol/SZ002848.parquet
sz.002849,SZ002849,威星智能,SZ,Shenzhen Main,2017-02-17,09:30:00,Asia/Shanghai,2017-02-17T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-02-17,0,aligned,2017-02-17,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬寅 乙亥 辛巳,乙,寅,丙,癸,2332,2026-09-18,by_symbol/SZ002849.parquet
sz.002850,SZ002850,科达利,SZ,Shenzhen Main,2017-03-02,09:30:00,Asia/Shanghai,2017-03-02T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-02,0,aligned,2017-03-02,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬寅 戊子 丁巳,戊,寅,丙,甲、癸,2323,2026-09-18,by_symbol/SZ002850.parquet
sz.002851,SZ002851,麦格米特,SZ,Shenzhen Main,2017-03-06,09:30:00,Asia/Shanghai,2017-03-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-06,0,aligned,2017-03-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 壬辰 乙巳,壬,卯,戊,辛、庚,2241,2026-09-18,by_symbol/SZ002851.parquet
sz.002852,SZ002852,道道全,SZ,Shenzhen Main,2017-03-10,09:30:00,Asia/Shanghai,2017-03-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-10,0,aligned,2017-03-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 丙申 癸巳,丙,卯,壬,己,2317,2026-09-18,by_symbol/SZ002852.parquet
sz.002853,SZ002853,皮阿诺,SZ,Shenzhen Main,2017-03-10,09:30:00,Asia/Shanghai,2017-03-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-10,0,aligned,2017-03-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 丙申 癸巳,丙,卯,壬,己,2308,2026-09-18,by_symbol/SZ002853.parquet
sz.002855,SZ002855,捷荣技术,SZ,Shenzhen Main,2017-03-21,09:30:00,Asia/Shanghai,2017-03-21T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-21,0,aligned,2017-03-21,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 丁未 乙巳,丁,卯,庚,甲,2310,2026-09-18,by_symbol/SZ002855.parquet
sz.002856,SZ002856,*ST美芝,SZ,Shenzhen Main,2017-03-20,09:30:00,Asia/Shanghai,2017-03-20T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-20,0,aligned,2017-03-20,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 丙午 癸巳,丙,卯,壬,己,2180,2026-09-18,by_symbol/SZ002856.parquet
sz.002857,SZ002857,三晖电气,SZ,Shenzhen Main,2017-03-23,09:30:00,Asia/Shanghai,2017-03-23T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-23,0,aligned,2017-03-23,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 己酉 己巳,己,卯,甲,癸、丙,2235,2026-09-18,by_symbol/SZ002857.parquet
sz.002858,SZ002858,力盛体育,SZ,Shenzhen Main,2017-03-24,09:30:00,Asia/Shanghai,2017-03-24T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-24,0,aligned,2017-03-24,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 庚戌 辛巳,庚,卯,丁,甲、庚、丙,2299,2026-09-18,by_symbol/SZ002858.parquet
sz.002859,SZ002859,洁美科技,SZ,Shenzhen Main,2017-04-07,09:30:00,Asia/Shanghai,2017-04-07T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-07,0,aligned,2017-04-07,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 甲子 己巳,甲,辰,庚,丁、壬,2289,2026-09-18,by_symbol/SZ002859.parquet
sz.002860,SZ002860,星帅尔,SZ,Shenzhen Main,2017-04-12,09:30:00,Asia/Shanghai,2017-04-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-12,0,aligned,2017-04-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 己巳 己巳,己,辰,丙,癸、甲,2289,2026-09-18,by_symbol/SZ002860.parquet
sz.002861,SZ002861,瀛通通讯,SZ,Shenzhen Main,2017-04-13,09:30:00,Asia/Shanghai,2017-04-13T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-13,0,aligned,2017-04-13,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 庚午 辛巳,庚,辰,甲,丁、壬、癸,2293,2026-09-18,by_symbol/SZ002861.parquet
sz.002862,SZ002862,实丰文化,SZ,Shenzhen Main,2017-04-11,09:30:00,Asia/Shanghai,2017-04-11T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-11,0,aligned,2017-04-11,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 戊辰 丁巳,戊,辰,甲,丙、癸,2297,2026-09-18,by_symbol/SZ002862.parquet
sz.002863,SZ002863,今飞凯达,SZ,Shenzhen Main,2017-04-18,09:30:00,Asia/Shanghai,2017-04-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-18,0,aligned,2017-04-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 乙亥 辛巳,乙,辰,癸,丙、戊,2292,2026-09-18,by_symbol/SZ002863.parquet
sz.002864,SZ002864,盘龙药业,SZ,Shenzhen Main,2017-11-16,09:30:00,Asia/Shanghai,2017-11-16T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-11-16,0,aligned,2017-11-16,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 辛亥 丁未 乙巳,丁,亥,甲,庚,2142,2026-09-18,by_symbol/SZ002864.parquet
sz.002865,SZ002865,钧达股份,SZ,Shenzhen Main,2017-04-25,09:30:00,Asia/Shanghai,2017-04-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-25,0,aligned,2017-04-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 壬午 乙巳,壬,辰,甲,庚,2287,2026-09-18,by_symbol/SZ002865.parquet
sz.002866,SZ002866,传艺科技,SZ,Shenzhen Main,2017-04-26,09:30:00,Asia/Shanghai,2017-04-26T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-26,0,aligned,2017-04-26,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 癸未 丁巳,癸,辰,丙,辛、甲,2210,2026-09-18,by_symbol/SZ002866.parquet
sz.002867,SZ002867,周大生,SZ,Shenzhen Main,2017-04-27,09:30:00,Asia/Shanghai,2017-04-27T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-27,0,aligned,2017-04-27,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 甲申 己巳,甲,辰,庚,丁、壬,2285,2026-09-18,by_symbol/SZ002867.parquet
sz.002868,SZ002868,绿康生化,SZ,Shenzhen Main,2017-05-03,09:30:00,Asia/Shanghai,2017-05-03T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-03,0,aligned,2017-05-03,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 庚寅 辛巳,庚,辰,甲,丁、壬、癸,2276,2026-09-18,by_symbol/SZ002868.parquet
sz.002869,SZ002869,金溢科技,SZ,Shenzhen Main,2017-05-15,09:30:00,Asia/Shanghai,2017-05-15T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-15,0,aligned,2017-05-15,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 壬寅 乙巳,壬,巳,壬,辛、庚、癸,2274,2026-09-18,by_symbol/SZ002869.parquet
sz.002870,SZ002870,香山股份,SZ,Shenzhen Main,2017-05-15,09:30:00,Asia/Shanghai,2017-05-15T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-15,0,aligned,2017-05-15,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 壬寅 乙巳,壬,巳,壬,辛、庚、癸,2219,2026-09-18,by_symbol/SZ002870.parquet
sz.002871,SZ002871,伟隆股份,SZ,Shenzhen Main,2017-05-11,09:30:00,Asia/Shanghai,2017-05-11T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-11,0,aligned,2017-05-11,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 戊戌 丁巳,戊,巳,甲,丙、癸,2276,2026-09-18,by_symbol/SZ002871.parquet
sz.002872,SZ002872,ST天圣,SZ,Shenzhen Main,2017-05-19,09:30:00,Asia/Shanghai,2017-05-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-19,0,aligned,2017-05-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 丙午 癸巳,丙,巳,壬,庚、癸,2208,2026-09-18,by_symbol/SZ002872.parquet
sz.002873,SZ002873,新天药业,SZ,Shenzhen Main,2017-05-19,09:30:00,Asia/Shanghai,2017-05-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-19,0,aligned,2017-05-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 丙午 癸巳,丙,巳,壬,庚、癸,2260,2026-09-18,by_symbol/SZ002873.parquet
sz.002875,SZ002875,安奈儿,SZ,Shenzhen Main,2017-06-01,09:30:00,Asia/Shanghai,2017-06-01T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-01,0,aligned,2017-06-01,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 己未 己巳,己,巳,癸,丙,2258,2026-09-18,by_symbol/SZ002875.parquet
sz.002876,SZ002876,三利谱,SZ,Shenzhen Main,2017-05-25,09:30:00,Asia/Shanghai,2017-05-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-25,0,aligned,2017-05-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 壬子 乙巳,壬,巳,壬,辛、庚、癸,2264,2026-09-18,by_symbol/SZ002876.parquet
sz.002877,SZ002877,智能自控,SZ,Shenzhen Main,2017-06-05,09:30:00,Asia/Shanghai,2017-06-05T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-05,0,aligned,2017-06-05,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 癸亥 丁巳,癸,巳,辛,,2261,2026-09-18,by_symbol/SZ002877.parquet
sz.002878,SZ002878,元隆雅图,SZ,Shenzhen Main,2017-06-06,09:30:00,Asia/Shanghai,2017-06-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-06,0,aligned,2017-06-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丙午 甲子 己巳,甲,午,癸,丁、庚,2256,2026-09-18,by_symbol/SZ002878.parquet
sz.002879,SZ002879,长缆科技,SZ,Shenzhen Main,2017-07-07,09:30:00,Asia/Shanghai,2017-07-07T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-07-07,0,aligned,2017-07-07,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丁未 乙未 辛巳,乙,未,癸,丙,2237,2026-09-18,by_symbol/SZ002879.parquet
sz.002880,SZ002880,卫光生物,SZ,Shenzhen Main,2017-06-16,09:30:00,Asia/Shanghai,2017-06-16T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-16,0,aligned,2017-06-16,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丙午 甲戌 己巳,甲,午,癸,丁、庚,2209,2026-09-18,by_symbol/SZ002880.parquet
sz.002881,SZ002881,美格智能,SZ,Shenzhen Main,2017-06-22,09:30:00,Asia/Shanghai,2017-06-22T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-22,0,aligned,2017-06-22,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丙午 庚辰 辛巳,庚,午,壬,癸,2248,2026-09-18,by_symbol/SZ002881.parquet
sz.002882,SZ002882,金龙羽,SZ,Shenzhen Main,2017-07-17,09:30:00,Asia/Shanghai,2017-07-17T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-07-17,0,aligned,2017-07-17,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丁未 乙巳 辛巳,乙,未,癸,丙,2231,2026-09-18,by_symbol/SZ002882.parquet
sz.002883,SZ002883,*ST中设,SZ,Shenzhen Main,2017-06-20,09:30:00,Asia/Shanghai,2017-06-20T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-20,0,aligned,2017-06-20,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丙午 戊寅 丁巳,戊,午,壬,甲、丙,2234,2026-09-18,by_symbol/SZ002883.parquet
